Country,City,LaundryID,TenantID,Service,Item,StartDate,EndDate,DeliveryDate,Fee,Water_Litres,Electricity_kWh,IsHoliday,DayOfWeek,IsWeekend
USA,New York,L3,T57,Wash,Bedsheet,2025-02-22,2025-02-24,2025-02-26,64.22,162.0,4.99,0,5,1
USA,Chicago,L7,T62,Press,Bedsheet,2025-02-22,2025-02-23,2025-02-25,94.45,,1.82,0,5,1
Pakistan,Islamabad,L6,T29,Dry-clean,Uniform,2025-02-22,2025-02-24,2025-02-26,88.21,162.0,3.11,0,5,1
UK,Manchester,L9,T65,Wash,Uniform,2025-02-22,2025-02-24,2025-02-26,35.18,152.0,4.65,0,5,1
Pakistan,Lahore,L5,T95,Dry-clean,Bedsheet,2025-02-22,2025-02-24,2025-02-25,13.23,160.0,3.79,0,5,1
Pakistan,Karachi,L2,T3,Dry-clean,Bedsheet,2025-02-22,2025-02-24,2025-02-26,62.94,176.0,4.31,0,5,1
USA,New York,L5,T79,Wash,Bedsheet,2025-02-22,2025-02-24,2025-02-26,49.96,157.0,1.82,0,5,1
USA,Chicago,L7,T69,Wash,Uniform,2025-02-22,2025-02-23,2025-02-25,94.35,255.0,4.02,0,5,1
UK,Manchester,L10,T28,Press,Uniform,2025-02-22,2025-02-25,2025-02-27,87.92,,4.13,0,5,1
Pakistan,Lahore,L2,T71,Wash,Uniform,2025-02-22,2025-02-25,2025-02-27,48.15,284.0,3.27,0,5,1
Pakistan,Karachi,L3,T49,Dry-clean,Towel,2025-02-22,2025-02-23,2025-02-24,35.26,274.0,4.8,0,5,1
USA,New York,L9,T38,Wash,Curtain,2025-02-22,2025-02-23,2025-02-25,42.55,268.0,2.0,0,5,1
Pakistan,Islamabad,L1,T16,Wash,Uniform,2025-02-22,2025-02-24,2025-02-25,49.94,104.0,2.76,0,5,1
UK,London,L6,T62,Press,Tablecloth,2025-02-22,2025-02-23,2025-02-25,15.27,,4.76,0,5,1
UK,Birmingham,L9,T41,Rent-Laundry,Curtain,2025-02-22,2025-02-23,2025-02-25,78.94,,,0,5,1
UK,Manchester,L8,T17,Wash,Towel,2025-02-23,2025-02-24,2025-02-25,30.94,267.0,1.15,0,6,1
Pakistan,Islamabad,L8,T75,Wash,Tablecloth,2025-02-23,2025-02-26,2025-02-27,15.47,282.0,4.97,0,6,1
UK,London,L6,T70,Press,Tablecloth,2025-02-23,2025-02-24,2025-02-26,19.82,,3.03,0,6,1
USA,Chicago,L2,T31,Wash,Tablecloth,2025-02-23,2025-02-25,2025-02-27,16.43,209.0,4.5,0,6,1
USA,New York,L6,T78,Press,Uniform,2025-02-23,2025-02-25,2025-02-27,52.36,,4.89,0,6,1
Pakistan,Lahore,L3,T48,Wash,Towel,2025-02-23,2025-02-26,2025-02-27,19.56,154.0,4.23,0,6,1
Pakistan,Islamabad,L9,T75,Press,Towel,2025-02-23,2025-02-25,2025-02-26,69.14,,1.6,0,6,1
Pakistan,Lahore,L2,T29,Dry-clean,Tablecloth,2025-02-23,2025-02-26,2025-02-28,58.51,131.0,4.39,0,6,1
Pakistan,Lahore,L10,T61,Press,Tablecloth,2025-02-23,2025-02-25,2025-02-27,34.23,,4.34,0,6,1
UK,London,L6,T32,Press,Uniform,2025-02-23,2025-02-24,2025-02-26,38.33,,4.89,0,6,1
Pakistan,Lahore,L8,T94,Rent-Laundry,Curtain,2025-02-23,2025-02-25,2025-02-26,41.68,,,0,6,1
Pakistan,Lahore,L6,T84,Dry-clean,Towel,2025-02-23,2025-02-25,2025-02-27,30.68,132.0,4.7,0,6,1
USA,Los Angeles,L10,T86,Wash,Uniform,2025-02-23,2025-02-25,2025-02-27,38.25,120.0,2.63,0,6,1
Pakistan,Lahore,L10,T64,Press,Towel,2025-02-23,2025-02-24,2025-02-26,11.4,,1.48,0,6,1
UK,Birmingham,L8,T96,Wash,Bedsheet,2025-02-23,2025-02-25,2025-02-26,72.1,118.0,1.53,0,6,1
Pakistan,Karachi,L7,T46,Wash,Tablecloth,2025-02-23,2025-02-24,2025-02-26,20.71,186.0,3.37,0,6,1
Pakistan,Lahore,L1,T10,Press,Uniform,2025-02-24,2025-02-26,2025-02-28,66.77,,3.96,0,0,0
UK,Manchester,L8,T90,Wash,Towel,2025-02-24,2025-02-27,2025-02-28,23.7,101.0,3.37,0,0,0
UK,Birmingham,L8,T49,Wash,Towel,2025-02-24,2025-02-27,2025-03-01,95.03,124.0,1.93,0,0,0
UK,Manchester,L1,T73,Dry-clean,Tablecloth,2025-02-24,2025-02-27,2025-03-01,35.67,198.0,2.27,0,0,0
USA,New York,L1,T95,Press,Towel,2025-02-24,2025-02-26,2025-02-28,61.76,,3.46,0,0,0
USA,Los Angeles,L5,T22,Wash,Uniform,2025-02-24,2025-02-26,2025-02-28,30.13,143.0,2.15,0,0,0
UK,Birmingham,L2,T30,Press,Towel,2025-02-24,2025-02-25,2025-02-26,59.69,,3.03,0,0,0
USA,New York,L10,T6,Rent-Laundry,Tablecloth,2025-02-24,2025-02-27,2025-02-28,10.6,,,0,0,0
USA,Los Angeles,L4,T37,Rent-Laundry,Tablecloth,2025-02-24,2025-02-26,2025-02-28,56.88,,,0,0,0
UK,Manchester,L2,T92,Press,Bedsheet,2025-02-24,2025-02-26,2025-02-28,54.39,,1.35,0,0,0
USA,Los Angeles,L2,T46,Press,Towel,2025-02-24,2025-02-27,2025-02-28,39.44,,3.03,0,0,0
UK,Manchester,L9,T87,Press,Uniform,2025-02-24,2025-02-25,2025-02-27,19.04,,3.82,0,0,0
Pakistan,Karachi,L4,T72,Press,Bedsheet,2025-02-24,2025-02-27,2025-02-28,32.13,,3.35,0,0,0
USA,Chicago,L4,T34,Dry-clean,Curtain,2025-02-24,2025-02-25,2025-02-27,35.43,150.0,3.54,0,0,0
USA,Chicago,L4,T1,Dry-clean,Curtain,2025-02-24,2025-02-27,2025-02-28,73.9,109.0,2.67,0,0,0
UK,Birmingham,L7,T81,Dry-clean,Uniform,2025-02-24,2025-02-26,2025-02-27,89.01,159.0,4.5,0,0,0
Pakistan,Karachi,L8,T81,Wash,Uniform,2025-02-24,2025-02-27,2025-03-01,36.59,156.0,1.45,0,0,0
UK,Manchester,L8,T42,Wash,Curtain,2025-02-24,2025-02-25,2025-02-26,51.83,181.0,3.64,0,0,0
UK,Birmingham,L7,T91,Wash,Curtain,2025-02-25,2025-02-27,2025-03-01,71.85,107.0,2.16,0,1,0
Pakistan,Lahore,L7,T8,Dry-clean,Uniform,2025-02-25,2025-02-27,2025-03-01,47.01,213.0,2.7,0,1,0
UK,London,L5,T63,Press,Uniform,2025-02-25,2025-02-28,2025-03-01,37.77,,2.64,0,1,0
Pakistan,Lahore,L9,T27,Press,Bedsheet,2025-02-25,2025-02-28,2025-03-02,21.63,,3.16,0,1,0
Pakistan,Lahore,L7,T12,Press,Uniform,2025-02-25,2025-02-27,2025-02-28,68.94,,3.07,0,1,0
UK,Birmingham,L4,T21,Press,Curtain,2025-02-25,2025-02-28,2025-03-01,36.12,,1.65,0,1,0
UK,Manchester,L7,T28,Dry-clean,Towel,2025-02-25,2025-02-26,2025-02-27,86.09,293.0,4.76,0,1,0
USA,Chicago,L7,T63,Wash,Uniform,2025-02-25,2025-02-27,2025-02-28,30.7,297.0,3.75,0,1,0
USA,Los Angeles,L2,T49,Press,Towel,2025-02-25,2025-02-28,2025-03-02,87.58,,1.31,0,1,0
Pakistan,Islamabad,L7,T3,Wash,Tablecloth,2025-02-25,2025-02-28,2025-03-01,18.6,250.0,4.17,0,1,0
USA,Chicago,L5,T42,Dry-clean,Bedsheet,2025-02-25,2025-02-27,2025-03-01,51.3,125.0,2.06,0,1,0
Pakistan,Islamabad,L8,T49,Wash,Bedsheet,2025-02-25,2025-02-26,2025-02-28,60.49,223.0,2.14,0,1,0
Pakistan,Islamabad,L9,T32,Wash,Curtain,2025-02-25,2025-02-28,2025-03-02,95.63,295.0,3.19,0,1,0
USA,Los Angeles,L4,T74,Rent-Laundry,Curtain,2025-02-25,2025-02-26,2025-02-28,43.28,,,0,1,0
Pakistan,Lahore,L5,T43,Wash,Bedsheet,2025-02-25,2025-02-26,2025-02-27,28.69,225.0,3.37,0,1,0
USA,New York,L7,T79,Press,Tablecloth,2025-02-25,2025-02-28,2025-03-01,15.3,,2.97,0,1,0
UK,Manchester,L6,T20,Wash,Tablecloth,2025-02-25,2025-02-28,2025-03-02,88.43,168.0,3.76,0,1,0
Pakistan,Karachi,L9,T64,Wash,Towel,2025-02-25,2025-02-27,2025-03-01,73.8,231.0,3.22,0,1,0
Pakistan,Islamabad,L2,T14,Dry-clean,Bedsheet,2025-02-26,2025-02-28,2025-03-01,78.12,141.0,3.08,0,2,0
USA,New York,L4,T57,Press,Bedsheet,2025-02-26,2025-02-27,2025-03-01,54.57,,3.5,0,2,0
Pakistan,Karachi,L3,T96,Press,Curtain,2025-02-26,2025-02-28,2025-03-01,36.71,,2.74,0,2,0
UK,Birmingham,L5,T67,Wash,Uniform,2025-02-26,2025-03-01,2025-03-02,22.74,233.0,3.74,0,2,0
Pakistan,Islamabad,L6,T67,Press,Curtain,2025-02-26,2025-02-28,2025-03-01,94.26,,4.71,0,2,0
Pakistan,Lahore,L3,T68,Press,Curtain,2025-02-26,2025-02-27,2025-03-01,47.47,,1.6,0,2,0
USA,New York,L5,T90,Wash,Bedsheet,2025-02-26,2025-03-01,2025-03-03,39.79,115.0,3.5,0,2,0
Pakistan,Lahore,L2,T45,Press,Towel,2025-02-26,2025-02-28,2025-03-01,93.51,,2.1,0,2,0
UK,Birmingham,L5,T48,Press,Curtain,2025-02-26,2025-02-28,2025-03-01,16.97,,1.61,0,2,0
Pakistan,Lahore,L5,T23,Wash,Bedsheet,2025-02-26,2025-02-27,2025-03-01,39.71,297.0,4.41,0,2,0
Pakistan,Karachi,L10,T86,Rent-Laundry,Towel,2025-02-26,2025-02-27,2025-02-28,80.5,,,0,2,0
USA,New York,L10,T19,Wash,Curtain,2025-02-26,2025-02-27,2025-03-01,17.0,113.0,1.55,0,2,0
UK,Manchester,L8,T42,Wash,Bedsheet,2025-02-26,2025-02-27,2025-03-01,43.96,198.0,3.82,0,2,0
UK,Manchester,L9,T41,Dry-clean,Tablecloth,2025-02-27,2025-02-28,2025-03-01,95.09,171.0,3.85,0,3,0
UK,Birmingham,L8,T63,Press,Uniform,2025-02-27,2025-03-02,2025-03-03,60.21,,2.74,0,3,0
UK,London,L1,T47,Press,Uniform,2025-02-27,2025-03-02,2025-03-04,29.24,,3.24,0,3,0
USA,Los Angeles,L6,T23,Rent-Laundry,Bedsheet,2025-02-27,2025-02-28,2025-03-02,42.49,,,0,3,0
USA,New York,L10,T40,Wash,Uniform,2025-02-27,2025-03-01,2025-03-02,64.61,108.0,3.59,0,3,0
Pakistan,Karachi,L7,T6,Rent-Laundry,Uniform,2025-02-27,2025-03-01,2025-03-02,97.4,,,0,3,0
USA,Chicago,L8,T78,Press,Curtain,2025-02-27,2025-02-28,2025-03-02,77.49,,3.59,0,3,0
Pakistan,Lahore,L1,T48,Wash,Towel,2025-02-27,2025-03-02,2025-03-03,88.38,133.0,1.33,0,3,0
USA,New York,L8,T82,Press,Uniform,2025-02-27,2025-02-28,2025-03-02,98.51,,1.78,0,3,0
Pakistan,Islamabad,L1,T43,Press,Uniform,2025-02-27,2025-03-02,2025-03-03,91.52,,3.35,0,3,0
UK,Birmingham,L1,T86,Dry-clean,Bedsheet,2025-02-27,2025-02-28,2025-03-01,84.25,228.0,1.59,0,3,0
UK,London,L3,T57,Wash,Tablecloth,2025-02-27,2025-02-28,2025-03-02,25.57,291.0,4.37,0,3,0
USA,Los Angeles,L5,T72,Wash,Uniform,2025-02-27,2025-03-01,2025-03-02,60.96,218.0,1.35,0,3,0
USA,New York,L2,T24,Wash,Bedsheet,2025-02-27,2025-02-28,2025-03-01,29.58,195.0,2.84,0,3,0
Pakistan,Lahore,L5,T88,Press,Towel,2025-02-27,2025-03-02,2025-03-03,37.94,,2.52,0,3,0
UK,London,L5,T18,Dry-clean,Curtain,2025-02-27,2025-02-28,2025-03-01,34.55,151.0,1.71,0,3,0
UK,Manchester,L8,T34,Wash,Uniform,2025-02-28,2025-03-03,2025-03-05,41.4,264.0,3.09,0,4,0
Pakistan,Islamabad,L3,T5,Rent-Laundry,Tablecloth,2025-02-28,2025-03-02,2025-03-03,58.42,,,0,4,0
USA,Chicago,L7,T45,Press,Uniform,2025-02-28,2025-03-01,2025-03-03,72.97,,3.02,0,4,0
Pakistan,Karachi,L2,T66,Press,Uniform,2025-02-28,2025-03-01,2025-03-03,33.48,,4.69,0,4,0
Pakistan,Islamabad,L3,T61,Wash,Tablecloth,2025-02-28,2025-03-02,2025-03-04,60.74,268.0,3.35,0,4,0
USA,Los Angeles,L2,T81,Wash,Bedsheet,2025-02-28,2025-03-01,2025-03-03,52.79,186.0,3.59,0,4,0
USA,New York,L6,T40,Wash,Tablecloth,2025-02-28,2025-03-01,2025-03-02,49.51,257.0,2.83,0,4,0
Pakistan,Islamabad,L7,T94,Wash,Towel,2025-02-28,2025-03-02,2025-03-04,64.08,223.0,3.71,0,4,0
UK,London,L4,T98,Rent-Laundry,Tablecloth,2025-02-28,2025-03-01,2025-03-03,48.33,,,0,4,0
UK,Birmingham,L7,T76,Wash,Tablecloth,2025-02-28,2025-03-01,2025-03-03,89.79,278.0,4.77,0,4,0
USA,Chicago,L3,T17,Press,Bedsheet,2025-02-28,2025-03-01,2025-03-03,81.36,,1.57,0,4,0
UK,Manchester,L7,T22,Dry-clean,Towel,2025-02-28,2025-03-01,2025-03-02,37.12,120.0,1.74,0,4,0
USA,Los Angeles,L2,T93,Wash,Tablecloth,2025-02-28,2025-03-02,2025-03-03,52.96,188.0,1.4,0,4,0
Pakistan,Islamabad,L7,T90,Wash,Curtain,2025-02-28,2025-03-03,2025-03-05,84.82,280.0,1.97,0,4,0
USA,Los Angeles,L3,T41,Press,Towel,2025-02-28,2025-03-02,2025-03-04,90.82,,4.28,0,4,0
Pakistan,Karachi,L10,T51,Dry-clean,Uniform,2025-02-28,2025-03-02,2025-03-03,29.95,255.0,1.71,0,4,0
USA,Los Angeles,L6,T44,Dry-clean,Bedsheet,2025-02-28,2025-03-03,2025-03-05,92.31,265.0,1.92,0,4,0
UK,London,L1,T28,Wash,Bedsheet,2025-02-28,2025-03-02,2025-03-04,68.86,208.0,1.6,0,4,0
UK,Manchester,L8,T5,Wash,Curtain,2025-02-28,2025-03-01,2025-03-02,45.84,232.0,4.34,0,4,0
UK,London,L6,T88,Press,Curtain,2025-02-28,2025-03-01,2025-03-02,38.71,,3.3,0,4,0
UK,Birmingham,L8,T2,Dry-clean,Curtain,2025-02-28,2025-03-02,2025-03-03,37.27,166.0,3.97,0,4,0
USA,Chicago,L8,T65,Wash,Curtain,2025-02-28,2025-03-03,2025-03-05,85.98,193.0,1.45,0,4,0
USA,Los Angeles,L9,T98,Wash,Bedsheet,2025-02-28,2025-03-01,2025-03-02,40.34,281.0,3.36,0,4,0
USA,Chicago,L10,T94,Press,Curtain,2025-02-28,2025-03-01,2025-03-03,35.35,,1.49,0,4,0
UK,Manchester,L6,T7,Press,Uniform,2025-02-28,2025-03-02,2025-03-04,40.37,,2.18,0,4,0
USA,Chicago,L5,T23,Wash,Curtain,2025-02-28,2025-03-01,2025-03-03,39.22,262.0,1.14,0,4,0
USA,Los Angeles,L1,T69,Press,Towel,2025-02-28,2025-03-01,2025-03-02,58.15,,1.5,0,4,0
USA,Chicago,L8,T56,Press,Uniform,2025-02-28,2025-03-02,2025-03-03,92.69,,4.61,0,4,0
Pakistan,Islamabad,L10,T59,Wash,Uniform,2025-03-01,2025-03-03,2025-03-04,23.21,285.0,3.55,0,5,1
USA,Los Angeles,L9,T93,Wash,Uniform,2025-03-01,2025-03-03,2025-03-05,12.01,291.0,2.03,0,5,1
Pakistan,Islamabad,L2,T56,Rent-Laundry,Towel,2025-03-01,2025-03-04,2025-03-06,99.54,,,0,5,1
Pakistan,Islamabad,L9,T32,Press,Bedsheet,2025-03-01,2025-03-03,2025-03-05,29.37,,4.74,0,5,1
UK,Birmingham,L3,T36,Dry-clean,Bedsheet,2025-03-01,2025-03-04,2025-03-06,91.88,273.0,2.14,0,5,1
USA,Los Angeles,L4,T3,Press,Towel,2025-03-01,2025-03-03,2025-03-05,51.62,,4.16,0,5,1
Pakistan,Karachi,L2,T29,Wash,Uniform,2025-03-01,2025-03-02,2025-03-03,65.02,286.0,3.85,0,5,1
UK,Birmingham,L7,T82,Dry-clean,Tablecloth,2025-03-01,2025-03-03,2025-03-05,93.69,103.0,2.37,0,5,1
UK,Manchester,L8,T20,Dry-clean,Curtain,2025-03-01,2025-03-02,2025-03-03,70.57,165.0,2.61,0,5,1
Pakistan,Islamabad,L2,T81,Dry-clean,Uniform,2025-03-01,2025-03-02,2025-03-03,77.32,235.0,2.48,0,5,1
UK,Manchester,L8,T87,Dry-clean,Towel,2025-03-01,2025-03-04,2025-03-05,66.18,244.0,2.73,0,5,1
USA,Los Angeles,L9,T96,Dry-clean,Towel,2025-03-01,2025-03-03,2025-03-04,44.06,131.0,1.39,0,5,1
USA,New York,L2,T74,Wash,Towel,2025-03-01,2025-03-04,2025-03-06,59.51,190.0,4.01,0,5,1
UK,Birmingham,L5,T41,Press,Bedsheet,2025-03-01,2025-03-04,2025-03-06,55.21,,3.13,0,5,1
USA,Los Angeles,L8,T97,Dry-clean,Curtain,2025-03-01,2025-03-02,2025-03-03,46.0,100.0,3.13,0,5,1
UK,Manchester,L3,T88,Rent-Laundry,Curtain,2025-03-01,2025-03-04,2025-03-06,97.68,,,0,5,1
UK,London,L1,T80,Wash,Tablecloth,2025-03-01,2025-03-04,2025-03-05,63.96,287.0,2.64,0,5,1
USA,Los Angeles,L10,T32,Wash,Curtain,2025-03-01,2025-03-04,2025-03-05,95.67,105.0,3.97,0,5,1
Pakistan,Karachi,L9,T66,Press,Towel,2025-03-01,2025-03-03,2025-03-05,75.08,,1.96,0,5,1
UK,Birmingham,L4,T42,Wash,Bedsheet,2025-03-01,2025-03-02,2025-03-03,61.98,217.0,1.98,0,5,1
Pakistan,Karachi,L4,T23,Rent-Laundry,Tablecloth,2025-03-01,2025-03-04,2025-03-05,82.33,,,0,5,1
UK,London,L4,T60,Press,Bedsheet,2025-03-01,2025-03-02,2025-03-03,71.38,,2.63,0,5,1
Pakistan,Karachi,L7,T10,Press,Uniform,2025-03-01,2025-03-04,2025-03-05,74.42,,3.43,0,5,1
Pakistan,Islamabad,L1,T57,Dry-clean,Bedsheet,2025-03-01,2025-03-03,2025-03-05,84.55,285.0,4.08,0,5,1
UK,Manchester,L9,T81,Press,Curtain,2025-03-01,2025-03-02,2025-03-03,23.14,,2.05,0,5,1
Pakistan,Lahore,L3,T47,Dry-clean,Uniform,2025-03-01,2025-03-02,2025-03-03,81.6,153.0,2.06,0,5,1
UK,Birmingham,L2,T59,Press,Curtain,2025-03-01,2025-03-02,2025-03-04,40.82,,3.76,0,5,1
UK,Manchester,L5,T73,Wash,Bedsheet,2025-03-01,2025-03-02,2025-03-03,56.96,106.0,1.88,0,5,1
UK,Birmingham,L6,T92,Wash,Towel,2025-03-01,2025-03-04,2025-03-06,52.78,212.0,3.69,0,5,1
USA,Chicago,L3,T19,Press,Curtain,2025-03-01,2025-03-03,2025-03-04,12.52,,1.85,0,5,1
UK,London,L10,T2,Wash,Tablecloth,2025-03-01,2025-03-04,2025-03-06,52.93,143.0,4.89,0,5,1
Pakistan,Lahore,L10,T65,Wash,Uniform,2025-03-02,2025-03-04,2025-03-06,68.35,234.0,2.93,0,6,1
UK,Manchester,L1,T86,Rent-Laundry,Uniform,2025-03-02,2025-03-03,2025-03-05,28.58,,,0,6,1
USA,Los Angeles,L10,T100,Press,Bedsheet,2025-03-02,2025-03-05,2025-03-06,42.09,,2.84,0,6,1
Pakistan,Lahore,L9,T30,Press,Uniform,2025-03-02,2025-03-05,2025-03-06,45.86,,1.4,0,6,1
UK,Birmingham,L2,T35,Dry-clean,Tablecloth,2025-03-02,2025-03-05,2025-03-06,97.34,114.0,2.79,0,6,1
Pakistan,Lahore,L4,T33,Press,Towel,2025-03-02,2025-03-05,2025-03-06,30.55,,3.87,0,6,1
USA,New York,L10,T35,Dry-clean,Bedsheet,2025-03-02,2025-03-05,2025-03-06,76.0,116.0,4.62,0,6,1
USA,Chicago,L5,T8,Wash,Towel,2025-03-02,2025-03-05,2025-03-07,51.78,237.0,4.53,0,6,1
USA,Los Angeles,L2,T26,Dry-clean,Curtain,2025-03-02,2025-03-03,2025-03-05,27.77,238.0,3.36,0,6,1
Pakistan,Karachi,L5,T73,Wash,Curtain,2025-03-02,2025-03-03,2025-03-05,79.97,149.0,3.36,0,6,1
Pakistan,Islamabad,L8,T1,Wash,Curtain,2025-03-02,2025-03-05,2025-03-07,54.33,145.0,2.31,0,6,1
UK,Birmingham,L5,T83,Wash,Tablecloth,2025-03-02,2025-03-03,2025-03-05,34.78,243.0,3.01,0,6,1
Pakistan,Karachi,L2,T97,Rent-Laundry,Curtain,2025-03-02,2025-03-03,2025-03-05,90.4,,,0,6,1
Pakistan,Karachi,L8,T21,Wash,Curtain,2025-03-02,2025-03-05,2025-03-07,18.51,213.0,2.37,0,6,1
Pakistan,Islamabad,L3,T25,Press,Towel,2025-03-02,2025-03-03,2025-03-05,55.16,,2.28,0,6,1
Pakistan,Karachi,L2,T88,Wash,Tablecloth,2025-03-02,2025-03-03,2025-03-04,39.14,149.0,4.07,0,6,1
USA,New York,L10,T85,Wash,Tablecloth,2025-03-02,2025-03-04,2025-03-06,80.18,168.0,1.91,0,6,1
UK,Manchester,L5,T48,Wash,Uniform,2025-03-02,2025-03-05,2025-03-07,84.63,180.0,2.8,0,6,1
UK,Birmingham,L7,T98,Dry-clean,Curtain,2025-03-03,2025-03-04,2025-03-06,41.83,135.0,4.9,0,0,0
UK,London,L4,T27,Press,Uniform,2025-03-03,2025-03-05,2025-03-07,12.13,,2.71,0,0,0
UK,Manchester,L9,T72,Press,Towel,2025-03-03,2025-03-06,2025-03-08,87.08,,1.43,0,0,0
USA,New York,L6,T93,Dry-clean,Tablecloth,2025-03-03,2025-03-05,2025-03-06,80.31,199.0,3.75,0,0,0
Pakistan,Karachi,L4,T36,Rent-Laundry,Tablecloth,2025-03-03,2025-03-05,2025-03-06,19.13,,,0,0,0
Pakistan,Karachi,L5,T69,Wash,Uniform,2025-03-03,2025-03-04,2025-03-06,22.09,291.0,1.3,0,0,0
Pakistan,Karachi,L3,T20,Dry-clean,Tablecloth,2025-03-03,2025-03-04,2025-03-05,49.44,183.0,3.29,0,0,0
Pakistan,Karachi,L9,T68,Press,Bedsheet,2025-03-03,2025-03-04,2025-03-05,88.37,,3.8,0,0,0
Pakistan,Karachi,L6,T99,Dry-clean,Towel,2025-03-03,2025-03-04,2025-03-06,52.15,217.0,2.45,0,0,0
USA,Chicago,L5,T33,Press,Bedsheet,2025-03-03,2025-03-04,2025-03-05,67.8,,2.71,0,0,0
UK,London,L9,T8,Rent-Laundry,Tablecloth,2025-03-03,2025-03-05,2025-03-06,60.91,,,0,0,0
USA,Chicago,L6,T69,Dry-clean,Tablecloth,2025-03-03,2025-03-05,2025-03-06,76.1,244.0,1.37,0,0,0
Pakistan,Lahore,L9,T21,Press,Bedsheet,2025-03-03,2025-03-06,2025-03-08,64.9,,4.97,0,0,0
USA,Chicago,L7,T36,Dry-clean,Towel,2025-03-03,2025-03-06,2025-03-08,16.57,265.0,3.3,0,0,0
UK,Birmingham,L7,T3,Dry-clean,Uniform,2025-03-03,2025-03-04,2025-03-06,11.7,157.0,2.29,0,0,0
USA,Los Angeles,L4,T75,Press,Uniform,2025-03-03,2025-03-06,2025-03-08,68.83,,1.8,0,0,0
Pakistan,Karachi,L10,T20,Wash,Towel,2025-03-03,2025-03-04,2025-03-06,26.34,106.0,3.13,0,0,0
USA,New York,L9,T45,Rent-Laundry,Uniform,2025-03-03,2025-03-05,2025-03-06,69.24,,,0,0,0
USA,Los Angeles,L3,T55,Rent-Laundry,Towel,2025-03-03,2025-03-04,2025-03-06,12.46,,,0,0,0
UK,London,L7,T4,Dry-clean,Towel,2025-03-03,2025-03-05,2025-03-06,50.21,202.0,1.79,0,0,0
UK,Birmingham,L2,T12,Rent-Laundry,Tablecloth,2025-03-04,2025-03-07,2025-03-08,24.66,,,0,1,0
USA,New York,L8,T95,Press,Uniform,2025-03-04,2025-03-06,2025-03-07,28.93,,1.36,0,1,0
Pakistan,Karachi,L8,T33,Dry-clean,Curtain,2025-03-04,2025-03-05,2025-03-06,44.2,207.0,2.6,0,1,0
USA,Los Angeles,L6,T40,Press,Curtain,2025-03-04,2025-03-07,2025-03-09,30.64,,3.8,0,1,0
Pakistan,Islamabad,L7,T61,Wash,Uniform,2025-03-04,2025-03-07,2025-03-09,14.08,163.0,1.71,0,1,0
USA,New York,L9,T20,Wash,Curtain,2025-03-04,2025-03-05,2025-03-06,63.66,153.0,4.47,0,1,0
Pakistan,Karachi,L6,T80,Dry-clean,Towel,2025-03-04,2025-03-06,2025-03-07,25.72,232.0,4.86,0,1,0
Pakistan,Islamabad,L3,T47,Press,Bedsheet,2025-03-04,2025-03-05,2025-03-06,54.78,,2.22,0,1,0
Pakistan,Karachi,L5,T80,Wash,Bedsheet,2025-03-04,2025-03-06,2025-03-07,89.99,108.0,3.94,0,1,0
USA,Los Angeles,L1,T70,Wash,Tablecloth,2025-03-04,2025-03-07,2025-03-08,24.24,103.0,2.39,0,1,0
USA,New York,L7,T9,Wash,Curtain,2025-03-04,2025-03-06,2025-03-08,87.05,237.0,2.76,0,1,0
Pakistan,Islamabad,L1,T40,Dry-clean,Uniform,2025-03-04,2025-03-05,2025-03-07,69.07,193.0,4.83,0,1,0
Pakistan,Islamabad,L2,T62,Dry-clean,Tablecloth,2025-03-04,2025-03-05,2025-03-06,29.74,133.0,4.22,0,1,0
USA,New York,L2,T96,Wash,Curtain,2025-03-04,2025-03-06,2025-03-07,32.48,164.0,1.74,0,1,0
Pakistan,Karachi,L6,T91,Rent-Laundry,Tablecloth,2025-03-04,2025-03-07,2025-03-09,78.39,,,0,1,0
USA,Los Angeles,L7,T48,Press,Tablecloth,2025-03-04,2025-03-07,2025-03-08,77.31,,4.2,0,1,0
Pakistan,Lahore,L4,T24,Wash,Bedsheet,2025-03-04,2025-03-05,2025-03-06,45.71,102.0,3.29,0,1,0
UK,Manchester,L4,T81,Press,Tablecloth,2025-03-04,2025-03-06,2025-03-08,99.34,,2.81,0,1,0
UK,Birmingham,L8,T16,Press,Tablecloth,2025-03-05,2025-03-07,2025-03-09,99.7,,1.75,0,2,0
UK,Manchester,L9,T59,Press,Uniform,2025-03-05,2025-03-08,2025-03-10,15.68,,2.46,0,2,0
Pakistan,Lahore,L9,T17,Wash,Curtain,2025-03-05,2025-03-06,2025-03-07,59.54,175.0,1.51,0,2,0
UK,Manchester,L8,T56,Dry-clean,Bedsheet,2025-03-05,2025-03-08,2025-03-09,45.78,230.0,1.78,0,2,0
Pakistan,Lahore,L1,T26,Press,Uniform,2025-03-05,2025-03-08,2025-03-09,60.66,,3.12,0,2,0
USA,Chicago,L6,T70,Wash,Tablecloth,2025-03-05,2025-03-06,2025-03-08,24.29,274.0,1.66,0,2,0
Pakistan,Islamabad,L4,T97,Press,Tablecloth,2025-03-05,2025-03-08,2025-03-10,87.25,,2.11,0,2,0
UK,Manchester,L7,T67,Rent-Laundry,Curtain,2025-03-05,2025-03-07,2025-03-09,22.25,,,0,2,0
UK,London,L2,T33,Press,Uniform,2025-03-05,2025-03-06,2025-03-07,15.33,,2.64,0,2,0
USA,Los Angeles,L3,T98,Rent-Laundry,Towel,2025-03-05,2025-03-07,2025-03-08,68.15,,,0,2,0
